Iteration,Hash Function,Speed (s),Collisions,Per-Image Resistance,Second-per-Image Resistance (s),Entropy,Memory Usage (MiB),Efficiency Score
71,SHA-3-512,0.000996351,8502,TRUE,0.684710741,5.90625,0,0.000117687
71,MD5,0,8504,TRUE,0.759519577,4,0,0.000117633
72,SHA-3-256,0,8501,TRUE,0.682719469,4.8125,0,0.000117686
72,SHA-512,0.001017094,8502,TRUE,0.776819468,5.71875,0,0.000117685
72,SHA-256,0.000998259,8503,TRUE,0.681720257,4.9375,0,0.00011766
72,SHA-3-512,0.000996828,8503,TRUE,0.779746771,5.90625,0,0.000117673
72,MD5,0,8502,TRUE,0.733280659,4,0,0.000117661
73,SHA-3-256,0,8502,TRUE,0.81254673,4.8125,0,0.000117672
73,SHA-512,0.00099659,8502,TRUE,0.688776731,5.71875,0,0.000117685
73,SHA-256,0,8504,TRUE,0.716588974,4.9375,0,0.000117646
73,SHA-3-512,0,8503,TRUE,0.694802761,5.90625,0,0.000117673
73,MD5,0,8500,TRUE,0.830497742,4,0,0.000117689
74,SHA-3-256,0,8501,TRUE,0.757467985,4.8125,0,0.000117686
74,SHA-512,0,8501,TRUE,0.862773657,5.71875,0,0.000117699
74,SHA-256,0,8504,TRUE,0.686775684,4.9375,0,0.000117646
74,SHA-3-512,0,8501,TRUE,0.780709743,5.90625,0,0.000117701
74,MD5,0,8501,TRUE,0.686704159,4,0,0.000117675
75,SHA-3-256,0,8502,TRUE,0.785128117,4.8125,0,0.000117672
75,SHA-512,0.000998974,8503,TRUE,0.685783863,5.71875,0,0.000117671
75,SHA-256,0.000925303,8501,TRUE,0.8513937,4.9375,0,0.000117688
75,SHA-3-512,0.000996828,8500,TRUE,0.68579483,5.90625,0,0.000117715
75,MD5,0,8501,TRUE,0.786532879,4,0,0.000117675
76,SHA-3-256,0,8503,TRUE,0.702826977,4.8125,0,0.000117658
76,SHA-512,0,8502,TRUE,0.777076721,5.71875,0,0.000117685
76,SHA-256,0.00099659,8501,TRUE,0.71069932,4.9375,0,0.000117688
76,SHA-3-512,0,8501,TRUE,0.687200785,5.90625,0,0.000117701
76,MD5,0,8502,TRUE,0.714684963,4,0,0.000117661
77,SHA-3-256,0,8502,TRUE,0.68613863,4.8125,0,0.000117672
77,SHA-512,0.00099659,8501,TRUE,0.711066961,5.71875,0,0.000117699
77,SHA-256,0,8502,TRUE,0.675818682,4.9375,0,0.000117674
77,SHA-3-512,0,8501,TRUE,0.685777426,5.90625,0,0.000117701
77,MD5,0.001337528,8503,TRUE,0.693813801,4,0,0.000117647
78,SHA-3-256,0.00099659,8500,TRUE,0.682717323,4.8125,0,0.0001177
78,SHA-512,0.000504017,8503,TRUE,0.638955116,5.71875,0,0.000117671
78,SHA-256,0,8503,TRUE,0.722788334,4.9375,0,0.00011766
78,SHA-3-512,0,8504,TRUE,0.683462381,5.90625,0,0.00011766
78,MD5,0.001010418,8502,TRUE,1.025709629,4,0,0.000117661
79,SHA-3-256,0,8501,TRUE,760.484647,4.8125,0,0.000117686
79,SHA-512,0,8502,TRUE,0.712537289,5.71875,0,0.000117685
79,SHA-256,0,8502,TRUE,0.692833185,4.9375,0,0.000117674
79,SHA-3-512,0.000925541,8502,TRUE,0.684712887,5.90625,0,0.000117687
79,MD5,0.000887871,8502,TRUE,0.681720972,4,0,0.000117661
80,SHA-3-256,0,8502,TRUE,0.719799519,4.8125,0,0.000117672
80,SHA-512,0,8501,TRUE,0.663708925,5.71875,0,0.000117699
80,SHA-256,0,8504,TRUE,0.692684174,4.9375,0,0.000117646
80,SHA-3-512,0,8503,TRUE,0.722944736,5.90625,0,0.000117673
80,MD5,0,8502,TRUE,0.69367981,4,0,0.000117661
81,SHA-3-256,0,8501,TRUE,0.729630232,4.8125,0,0.000117686
81,SHA-512,0,8500,TRUE,0.689703703,5.71875,0,0.000117712
81,SHA-256,0,8500,TRUE,0.639456987,4.9375,0,0.000117702
81,SHA-3-512,0,8500,TRUE,0.689694166,5.90625,0,0.000117715
81,MD5,0,8501,TRUE,0.683715582,4,0,0.000117675
82,SHA-3-256,0,8503,TRUE,0.685705662,4.8125,0,0.000117658
82,SHA-512,0.00135088,8502,TRUE,0.683069944,5.71875,0,0.000117685
82,SHA-256,0,8500,TRUE,0.688697577,4.9375,0,0.000117702
82,SHA-3-512,0,8503,TRUE,0.682717562,5.90625,0,0.000117673
82,MD5,0.000997782,8502,TRUE,0.689019203,4,0,0.000117661
83,SHA-3-256,0,8504,TRUE,0.860126019,4.8125,0,0.000117644
83,SHA-512,0.000996351,8501,TRUE,0.686704159,5.71875,0,0.000117699
83,SHA-256,0,8500,TRUE,0.686704159,4.9375,0,0.000117702
83,SHA-3-512,0,8500,TRUE,0.685707808,5.90625,0,0.000117715
83,MD5,0,8502,TRUE,0.723651648,4,0,0.000117661
84,SHA-3-256,0.000995874,8500,TRUE,0.718596458,4.8125,0,0.0001177
84,SHA-512,0.001003742,8500,TRUE,0.687715292,5.71875,0,0.000117712
84,SHA-256,0.000988483,8503,TRUE,0.683711529,4.9375,0,0.00011766
84,SHA-3-512,0,8501,TRUE,0.683727264,5.90625,0,0.000117701
84,MD5,0,8501,TRUE,0.692754507,4,0,0.000117675
85,SHA-3-256,0,8501,TRUE,0.774751186,4.8125,0,0.000117686
85,SHA-512,0,8500,TRUE,0.806873322,5.71875,0,0.000117712
85,SHA-256,0.00100112,8500,TRUE,0.72703743,4.9375,0,0.000117702
85,SHA-3-512,0.00099659,8500,TRUE,0.695432901,5.90625,0,0.000117715
85,MD5,0,8502,TRUE,0.68271327,4,0,0.000117661
86,SHA-3-256,0,8502,TRUE,0.685707092,4.8125,0,0.000117672
86,SHA-512,0.001077414,8501,TRUE,0.699751616,5.71875,0,0.000117699
86,SHA-256,0.00099659,8502,TRUE,0.719594479,4.9375,0,0.000117674
86,SHA-3-512,0,8502,TRUE,0.680724382,5.90625,0,0.000117687
86,MD5,0.000997066,8502,TRUE,0.68172121,4,0,0.000117661
87,SHA-3-256,0,8503,TRUE,0.703833342,4.8125,0,0.000117658
87,SHA-512,0.001272678,8503,TRUE,0.683713913,5.71875,0,0.000117671
87,SHA-256,0,8501,TRUE,0.68478179,4.9375,0,0.000117688
87,SHA-3-512,0,8503,TRUE,0.720662117,5.90625,0,0.000117673
87,MD5,0,8503,TRUE,0.62889719,4,0,0.000117647
88,SHA-3-256,0,8502,TRUE,0.764226675,4.8125,0,0.000117672
88,SHA-512,0,8503,TRUE,0.684872866,5.71875,0,0.000117671
88,SHA-256,0.000998974,8503,TRUE,0.810588598,4.9375,0,0.00011766
88,SHA-3-512,0.000996351,8500,TRUE,0.684711933,5.90625,0,0.000117715
88,MD5,0.000900745,8506,TRUE,0.748284101,4,0,0.000117606
89,SHA-3-256,0,8501,TRUE,0.729848385,4.8125,0,0.000117686
89,SHA-512,0,8502,TRUE,0.793498993,5.71875,0,0.000117685
89,SHA-256,0.000995159,8500,TRUE,0.7232759,4.9375,0,0.000117702
89,SHA-3-512,0.001008272,8501,TRUE,0.739664793,5.90625,0,0.000117701
89,MD5,0.000957727,8504,TRUE,0.702721119,4,0,0.000117633
90,SHA-3-256,0,8502,TRUE,0.803874493,4.8125,0,0.000117672
90,SHA-512,0,8502,TRUE,0.691776752,5.71875,0,0.000117685
90,SHA-256,0,8500,TRUE,0.764157057,4.9375,0,0.000117702
90,SHA-3-512,0,8501,TRUE,0.685707569,5.90625,0,0.000117701
90,MD5,0,8502,TRUE,0.777894735,4,0,0.000117661
91,SHA-3-256,0,8505,TRUE,0.690771341,4.8125,0,0.000117631
91,SHA-512,0,8500,TRUE,0.661786556,5.71875,0,0.000117712
91,SHA-256,0,8502,TRUE,0.722107887,4.9375,0,0.000117674
91,SHA-3-512,0.000995874,8503,TRUE,0.630890608,5.90625,0,0.000117673
91,MD5,0.001030684,8504,TRUE,0.688358307,4,0,0.000117633
92,SHA-3-256,0,8501,TRUE,0.689717054,4.8125,0,0.000117686
92,SHA-512,0,8501,TRUE,0.684685707,5.71875,0,0.000117699
92,SHA-256,0,8502,TRUE,0.685777664,4.9375,0,0.000117674
92,SHA-3-512,0,8501,TRUE,0.682719707,5.90625,0,0.000117701
92,MD5,0,8500,TRUE,0.684710741,4,0,0.000117689
93,SHA-3-256,0,8503,TRUE,0.688686132,4.8125,0,0.000117658
93,SHA-512,0,8500,TRUE,0.687700748,5.71875,0,0.000117712
93,SHA-256,0,8502,TRUE,0.68769908,4.9375,0,0.000117674
93,SHA-3-512,0.00101161,8501,TRUE,0.712893963,5.90625,0,0.000117701
93,MD5,0.000997305,8503,TRUE,0.682717323,4,0,0.000117647
94,SHA-3-256,0,8501,TRUE,0.700746775,4.8125,0,0.000117686
94,SHA-512,0,8500,TRUE,0.83424139,5.71875,0,0.000117712
94,SHA-256,0.000998735,8502,TRUE,0.696832657,4.9375,0,0.000117674
94,SHA-3-512,0.000999689,8500,TRUE,0.686782598,5.90625,0,0.000117715
94,MD5,0,8502,TRUE,0.682717085,4,0,0.000117661
95,SHA-3-256,0,8503,TRUE,0.682722569,4.8125,0,0.000117658
95,SHA-512,0.000993729,8504,TRUE,0.689678431,5.71875,0,0.000117657
95,SHA-256,0.001017094,8504,TRUE,0.680724382,4.9375,0,0.000117646
95,SHA-3-512,0,8501,TRUE,0.685866594,5.90625,0,0.000117701
95,MD5,0.000997543,8502,TRUE,0.595359087,4,0,0.000117661
96,SHA-3-256,0,8502,TRUE,0.717892408,4.8125,0,0.000117672
96,SHA-512,0.000996113,8502,TRUE,0.701465845,5.71875,0,0.000117685
96,SHA-256,0.001004457,8500,TRUE,0.707714081,4.9375,0,0.000117702
96,SHA-3-512,0,8501,TRUE,0.687773943,5.90625,0,0.000117701
96,MD5,0.00099659,8506,TRUE,0.692671776,4,0,0.000117606
97,SHA-3-256,0,8501,TRUE,0.684710741,4.8125,0,0.000117686
97,SHA-512,0,8501,TRUE,0.681720972,5.71875,0,0.000117699
97,SHA-256,0.00099659,8502,TRUE,0.714752436,4.9375,0,0.000117674
97,SHA-3-512,0,8502,TRUE,0.735537529,5.90625,0,0.000117687
97,MD5,0,8501,TRUE,0.693719864,4,0,0.000117675
98,SHA-3-256,0,8504,TRUE,0.710688591,4.8125,0,0.000117644
98,SHA-512,0,8503,TRUE,0.684700012,5.71875,0,0.000117671
98,SHA-256,0,8501,TRUE,0.818342447,4.9375,0,0.000117688
98,SHA-3-512,0.000996828,8506,TRUE,1.104031324,5.90625,0,0.000117632
98,MD5,0,8501,TRUE,0.905178547,4,0,0.000117675
99,SHA-3-256,0,8502,TRUE,0.695629597,4.8125,0,0.000117672
99,SHA-512,0.00100255,8503,TRUE,0.713623047,5.71875,0,0.000117671
99,SHA-256,0.000922918,8503,TRUE,0.753625393,4.9375,0,0.00011766
99,SHA-3-512,0,8502,TRUE,0.940532446,5.90625,0,0.000117687
99,MD5,0,8502,TRUE,0.894995451,4,0,0.000117661
100,SHA-3-256,0,8501,TRUE,1.088095427,4.8125,0,0.000117686
100,SHA-512,0,8501,TRUE,1.087470055,5.71875,0,0.000117699
100,SHA-256,0,8502,TRUE,1.493399858,4.9375,0,0.000117674
100,SHA-3-512,0.000999689,8501,TRUE,1.336898804,5.90625,0,0.000117701
100,MD5,0,8501,TRUE,1.394499063,4,0,0.000117675
101,SHA-3-256,0.000844479,8503,TRUE,1.480756521,4.8125,0,0.000117658
101,SHA-512,0.000997782,8501,TRUE,1.4201231,5.71875,0,0.000117699
101,SHA-256,0.000948429,8502,TRUE,1.227433205,4.9375,0,0.000117674
101,SHA-3-512,0.000997543,8503,TRUE,1.620544434,5.90625,0,0.000117673
101,MD5,0,8501,TRUE,1.386866808,4,0,0.000117675
102,SHA-3-256,0,8504,TRUE,1.059489727,4.8125,0,0.000117644
102,SHA-512,0.000905752,8501,TRUE,0.908173561,5.71875,0,0.000117699
102,SHA-256,0,8502,TRUE,0.977472544,4.9375,0,0.000117674
102,SHA-3-512,0,8501,TRUE,0.95993042,5.90625,0,0.000117701
102,MD5,0,8502,TRUE,0.88146615,4,0,0.000117661
103,SHA-3-256,0,8502,TRUE,1.021212101,4.8125,0,0.000117672
103,SHA-512,0,8501,TRUE,0.974482059,5.71875,0,0.000117699
103,SHA-256,0.001024008,8501,TRUE,0.952972412,4.9375,0,0.000117688
103,SHA-3-512,0,8501,TRUE,0.939194918,5.90625,0,0.000117701
103,MD5,0,8500,TRUE,0.871076345,4,0,0.000117689
104,SHA-3-256,0,8503,TRUE,1.076511383,4.8125,0,0.000117658
104,SHA-512,0,8502,TRUE,0.9883008,5.71875,0,0.000117685
104,SHA-256,0.000999451,8501,TRUE,0.96619463,4.9375,0,0.000117688
104,SHA-3-512,0,8504,TRUE,0.934164047,5.90625,0,0.00011766
104,MD5,0.002046108,8501,TRUE,1.032176971,4,0,0.000117675
105,SHA-3-256,0.001035929,8502,TRUE,0.87577486,4.8125,0,0.000117672
105,SHA-512,0.000991344,8503,TRUE,1.348474979,5.71875,0,0.000117671
105,SHA-256,0,8500,TRUE,0.983388662,4.9375,0,0.000117702
105,SHA-3-512,0.00099659,8503,TRUE,0.928033113,5.90625,0,0.000117673
105,MD5,0.000980616,8500,TRUE,1.402047634,4,0,0.000117689
106,SHA-3-256,0,8505,TRUE,0.882012606,4.8125,0,0.000117631
106,SHA-512,0.001778603,8500,TRUE,0.863262892,5.71875,0,0.000117712
106,SHA-256,0.00100708,8502,TRUE,1.056643009,4.9375,0,0.000117674
106,SHA-3-512,0.00099802,8501,TRUE,1.136353731,5.90625,0,0.000117701
106,MD5,0,8504,TRUE,0.886667728,4,0,0.000117633
107,SHA-3-256,0,8502,TRUE,1.055910826,4.8125,0,0.000117672
107,SHA-512,0.000890255,8504,TRUE,1.014957666,5.71875,0,0.000117657
107,SHA-256,0.000996351,8503,TRUE,1.028662205,4.9375,0,0.00011766
107,SHA-3-512,0.000996828,8503,TRUE,0.936807632,5.90625,0,0.000117673
107,MD5,0.001001835,8501,TRUE,1.091524124,4,0,0.000117675
108,SHA-3-256,0.000891685,8504,TRUE,1.130009174,4.8125,0,0.000117644
108,SHA-512,0.001008749,8502,TRUE,0.995951653,5.71875,0,0.000117685
108,SHA-256,0.000999451,8505,TRUE,1.668181896,4.9375,0,0.000117632
108,SHA-3-512,0.000997543,8502,TRUE,1.147325754,5.90625,0,0.000117687
108,MD5,0.000993252,8500,TRUE,1.43277216,4,0,0.000117689
109,SHA-3-256,0.000990629,8500,TRUE,1.350311518,4.8125,0,0.0001177
109,SHA-512,0,8502,TRUE,1.087393045,5.71875,0,0.000117685
109,SHA-256,0.0004251,8503,TRUE,1.148936749,4.9375,0,0.00011766
109,SHA-3-512,0,8502,TRUE,1.621256351,5.90625,0,0.000117687
109,MD5,0.001009464,8501,TRUE,0.963256359,4,0,0.000117675
110,SHA-3-256,0,8503,TRUE,1.263635159,4.8125,0,0.000117658
110,SHA-512,0,8502,TRUE,1.587469578,5.71875,0,0.000117685
110,SHA-256,0,8500,TRUE,1.137422323,4.9375,0,0.000117702
110,SHA-3-512,0,8500,TRUE,1.582267284,5.90625,0,0.000117715
110,MD5,0,8502,TRUE,0.967963219,4,0,0.000117661
111,SHA-3-256,0,8500,TRUE,1.097967625,4.8125,0,0.0001177
111,SHA-512,0.00103426,8500,TRUE,1.465443134,5.71875,0,0.000117712
111,SHA-256,0,8503,TRUE,1.223346949,4.9375,0,0.00011766
111,SHA-3-512,0,8500,TRUE,1.118149281,5.90625,0,0.000117715
111,MD5,0.001007557,8501,TRUE,1.106972694,4,0,0.000117675
112,SHA-3-256,0,8502,TRUE,0.952881098,4.8125,0,0.000117672
112,SHA-512,0,8502,TRUE,1.030056,5.71875,0,0.000117685
112,SHA-256,0.000985146,8503,TRUE,1.259968996,4.9375,0,0.00011766
112,SHA-3-512,0.001074314,8503,TRUE,1.174888849,5.90625,0,0.000117673
112,MD5,0,8500,TRUE,1.330488443,4,0,0.000117689
113,SHA-3-256,0,8502,TRUE,0.962580681,4.8125,0,0.000117672
113,SHA-512,0,8501,TRUE,1.30190587,5.71875,0,0.000117699
113,SHA-256,0,8500,TRUE,1.67405057,4.9375,0,0.000117702
113,SHA-3-512,0.001001596,8503,TRUE,1.129412889,5.90625,0,0.000117673
113,MD5,0.001003265,8501,TRUE,1.138363838,4,0,0.000117675
114,SHA-3-256,0,8505,TRUE,1.130295992,4.8125,0,0.000117631
114,SHA-512,0,8503,TRUE,0.950645685,5.71875,0,0.000117671
114,SHA-256,0.001079321,8502,TRUE,0.876259565,4.9375,0,0.000117674
114,SHA-3-512,0,8503,TRUE,0.933780909,5.90625,0,0.000117673
114,MD5,0,8503,TRUE,0.912210226,4,0,0.000117647
115,SHA-3-256,0,8503,TRUE,1.013041735,4.8125,0,0.000117658
115,SHA-512,0,8502,TRUE,1.327489853,5.71875,0,0.000117685
115,SHA-256,0,8503,TRUE,1.139962673,4.9375,0,0.00011766
115,SHA-3-512,0,8502,TRUE,0.917010784,5.90625,0,0.000117687
115,MD5,0,8501,TRUE,1.022408485,4,0,0.000117675
116,SHA-3-256,0,8500,TRUE,0.83825922,4.8125,0,0.0001177
116,SHA-512,0,8501,TRUE,1.234958887,5.71875,0,0.000117699
116,SHA-256,0,8500,TRUE,1.514688969,4.9375,0,0.000117702
116,SHA-3-512,0.000969172,8504,TRUE,1.510408163,5.90625,0,0.00011766
116,MD5,0,8502,TRUE,1.562608242,4,0,0.000117661
117,SHA-3-256,0.000923395,8500,TRUE,0.997674227,4.8125,0,0.0001177
117,SHA-512,0.001038551,8501,TRUE,1.529352427,5.71875,0,0.000117699
117,SHA-256,0,8501,TRUE,0.960295916,4.9375,0,0.000117688
117,SHA-3-512,0.000986338,8502,TRUE,0.942842722,5.90625,0,0.000117687
117,MD5,0.000997782,8504,TRUE,1.130116224,4,0,0.000117633
118,SHA-3-256,0,8500,TRUE,1.149342299,4.8125,0,0.0001177
118,SHA-512,0.000994444,8501,TRUE,1.026149035,5.71875,0,0.000117699
118,SHA-256,0.000996828,8501,TRUE,1.225112438,4.9375,0,0.000117688
118,SHA-3-512,0.000899792,8503,TRUE,1.045327902,5.90625,0,0.000117673
118,MD5,0,8501,TRUE,1.809508801,4,0,0.000117675
119,SHA-3-256,0.001057863,8501,TRUE,1.940340757,4.8125,0,0.000117686
119,SHA-512,0,8503,TRUE,1.787745237,5.71875,0,0.000117671
119,SHA-256,0.000995159,8501,TRUE,1.398801088,4.9375,0,0.000117688
119,SHA-3-512,0.001994133,8501,TRUE,1.432736635,5.90625,0,0.000117701
119,MD5,0.000921488,8502,TRUE,1.212440968,4,0,0.000117661
120,SHA-3-256,0,8503,TRUE,1.40419817,4.8125,0,0.000117658
120,SHA-512,0.000997066,8504,TRUE,1.016451836,5.71875,0,0.000117657
120,SHA-256,0.000569344,8500,TRUE,1.547194958,4.9375,0,0.000117702
120,SHA-3-512,0,8500,TRUE,1.428939819,5.90625,0,0.000117715
120,MD5,0.00100112,8500,TRUE,1.458916426,4,0,0.000117689
121,SHA-3-256,0,8505,TRUE,1.459794044,4.8125,0,0.000117631
121,SHA-512,0,8504,TRUE,1.282665014,5.71875,0,0.000117657
121,SHA-256,0,8503,TRUE,0.984883308,4.9375,0,0.00011766
121,SHA-3-512,0,8504,TRUE,0.929471731,5.90625,0,0.00011766
121,MD5,0.000977516,8503,TRUE,1.011376381,4,0,0.000117647
122,SHA-3-256,0,8501,TRUE,1.068977833,4.8125,0,0.000117686
122,SHA-512,0,8501,TRUE,1.278962135,5.71875,0,0.000117699
122,SHA-256,0,8503,TRUE,1.852945566,4.9375,0,0.00011766
122,SHA-3-512,0.001997709,8500,TRUE,1.585603237,5.90625,0,0.000117715
122,MD5,0,8501,TRUE,1.798647642,4,0,0.000117675
123,SHA-3-256,0,8503,TRUE,2.032740116,4.8125,0,0.000117658
123,SHA-512,0.002066135,8502,TRUE,1.697448254,5.71875,0,0.000117685
123,SHA-256,0,8502,TRUE,1.598854303,4.9375,0,0.000117674
123,SHA-3-512,0.000983,8501,TRUE,0.990287066,5.90625,0,0.000117701
123,MD5,0.001996994,8500,TRUE,1.144792557,4,0,0.000117689
124,SHA-3-256,0,8502,TRUE,1.225131512,4.8125,0,0.000117672
124,SHA-512,0,8501,TRUE,1.082061052,5.71875,0,0.000117699
124,SHA-256,4.48E-05,8501,TRUE,1.082226753,4.9375,0,0.000117688
124,SHA-3-512,0.001030445,8502,TRUE,1.409496307,5.90625,0,0.000117687
124,MD5,0,8502,TRUE,0.885028839,4,0,0.000117661
125,SHA-3-256,0,8501,TRUE,1.232481718,4.8125,0,0.000117686
125,SHA-512,0,8501,TRUE,1.026259422,5.71875,0,0.000117699
125,SHA-256,0,8502,TRUE,1.026267529,4.9375,0,0.000117674
125,SHA-3-512,0.000997543,8507,TRUE,1.637674809,5.90625,0,0.000117618
125,MD5,0.001054764,8506,TRUE,0.950583458,4,0,0.000117606
126,SHA-3-256,0,8502,TRUE,1.243807793,4.8125,0,0.000117672
126,SHA-512,0,8501,TRUE,1.186915874,5.71875,0,0.000117699
126,SHA-256,0.001006126,8500,TRUE,1.137144089,4.9375,0,0.000117702
126,SHA-3-512,0.000920296,8503,TRUE,1.341113567,5.90625,0,0.000117673
126,MD5,0,8500,TRUE,1.051600933,4,0,0.000117689
127,SHA-3-256,0,8502,TRUE,1.11435008,4.8125,0,0.000117672
127,SHA-512,0.000915527,8503,TRUE,1.247247934,5.71875,0,0.000117671
127,SHA-256,0.00101161,8502,TRUE,1.960940838,4.9375,0,0.000117674
127,SHA-3-512,0,8501,TRUE,1.097418785,5.90625,0,0.000117701
127,MD5,0,8502,TRUE,1.102114439,4,0,0.000117661
128,SHA-3-256,0,8502,TRUE,1.119559765,4.8125,0,0.000117672
128,SHA-512,0.000997066,8503,TRUE,1.127202272,5.71875,0,0.000117671
128,SHA-256,0,8502,TRUE,1.087216139,4.9375,0,0.000117674
128,SHA-3-512,0.002070427,8502,TRUE,1.135682344,5.90625,0,0.000117687
128,MD5,0,8503,TRUE,1.375486851,4,0,0.000117647
129,SHA-3-256,0.000996828,8504,TRUE,1.112571478,4.8125,0,0.000117644
129,SHA-512,0.000997543,8503,TRUE,1.176914692,5.71875,0,0.000117671
129,SHA-256,0.00099659,8503,TRUE,1.232842922,4.9375,0,0.00011766
129,SHA-3-512,0.000923395,8503,TRUE,1.125862837,5.90625,0,0.000117673
129,MD5,0.001007557,8501,TRUE,1.671568394,4,0,0.000117675
130,SHA-3-256,0,8502,TRUE,1.041711569,4.8125,0,0.000117672
130,SHA-512,0,8504,TRUE,1.052949429,5.71875,0,0.000117657
130,SHA-256,0,8502,TRUE,1.024600029,4.9375,0,0.000117674
130,SHA-3-512,0,8501,TRUE,1.090884209,5.90625,0,0.000117701
130,MD5,0.00101018,8502,TRUE,1.166359901,4,0,0.000117661
131,SHA-3-256,0,8503,TRUE,1.03884387,4.8125,0,0.000117658
131,SHA-512,0,8501,TRUE,1.11146903,5.71875,0,0.000117699
131,SHA-256,0.000989676,8501,TRUE,1.00097847,4.9375,0,0.000117688
131,SHA-3-512,0,8501,TRUE,1.053849459,5.90625,0,0.000117701
131,MD5,0.001244307,8502,TRUE,1.149757862,4,0,0.000117661
132,SHA-3-256,0,8501,TRUE,1.266505957,4.8125,0,0.000117686
132,SHA-512,0,8503,TRUE,1.172885418,5.71875,0,0.000117671
132,SHA-256,0.000998259,8503,TRUE,1.057262182,4.9375,0,0.00011766
132,SHA-3-512,0,8500,TRUE,1.067831755,5.90625,0,0.000117715
132,MD5,0,8501,TRUE,1.094153404,4,0,0.000117675
133,SHA-3-256,0,8501,TRUE,1.733214617,4.8125,0,0.000117686
133,SHA-512,0,8501,TRUE,1.064857721,5.71875,0,0.000117699
133,SHA-256,0,8500,TRUE,1.108571053,4.9375,0,0.000117702
133,SHA-3-512,0.000908136,8501,TRUE,1.06464529,5.90625,0,0.000117701
133,MD5,0.001006126,8503,TRUE,1.413823128,4,0,0.000117647
134,SHA-3-256,0.001001835,8501,TRUE,1.113446712,4.8125,0,0.000117686
134,SHA-512,0,8501,TRUE,1.536661863,5.71875,0,0.000117699
134,SHA-256,0,8503,TRUE,1.029403687,4.9375,0,0.00011766
134,SHA-3-512,0,8501,TRUE,0.96154952,5.90625,0,0.000117701
134,MD5,0.000996351,8504,TRUE,0.984327078,4,0,0.000117633
135,SHA-3-256,0,8504,TRUE,1.096588135,4.8125,0,0.000117644
135,SHA-512,0,8500,TRUE,1.23137641,5.71875,0,0.000117712
135,SHA-256,0.000990152,8504,TRUE,1.417112827,4.9375,0,0.000117646
135,SHA-3-512,0.000987053,8502,TRUE,1.031575918,5.90625,0,0.000117687
135,MD5,0,8501,TRUE,1.077116728,4,0,0.000117675
136,SHA-3-256,0,8502,TRUE,1.072655678,4.8125,0,0.000117672
136,SHA-512,0,8501,TRUE,0.994288445,5.71875,0,0.000117699
136,SHA-256,0.001002312,8503,TRUE,1.901268482,4.9375,0,0.00011766
136,SHA-3-512,0,8503,TRUE,1.040106058,5.90625,0,0.000117673
136,MD5,0.000941753,8503,TRUE,1.186950445,4,0,0.000117647
137,SHA-3-256,0.001003981,8502,TRUE,1.101285458,4.8125,0,0.000117672
137,SHA-512,0,8502,TRUE,0.941864014,5.71875,0,0.000117685
137,SHA-256,0,8501,TRUE,1.066698074,4.9375,0,0.000117688
137,SHA-3-512,0,8502,TRUE,0.984964371,5.90625,0,0.000117687
137,MD5,0.001023293,8500,TRUE,1.065095186,4,0,0.000117689
138,SHA-3-256,0,8501,TRUE,0.947783947,4.8125,0,0.000117686
138,SHA-512,0,8504,TRUE,0.929688931,5.71875,0,0.000117657
138,SHA-256,0,8502,TRUE,0.820993662,4.9375,0,0.000117674
138,SHA-3-512,0,8502,TRUE,0.922499657,5.90625,0,0.000117687
138,MD5,0,8502,TRUE,1.036927223,4,0,0.000117661
139,SHA-3-256,0,8504,TRUE,0.906085253,4.8125,0,0.000117644
139,SHA-512,0.001003265,8500,TRUE,1.023923635,5.71875,0,0.000117712
139,SHA-256,0.000991583,8504,TRUE,0.968640804,4.9375,0,0.000117646
139,SHA-3-512,0,8502,TRUE,0.891905785,5.90625,0,0.000117687
139,MD5,0.000927448,8503,TRUE,0.94342351,4,0,0.000117647
140,SHA-3-256,0,8502,TRUE,1.007440567,4.8125,0,0.000117672
140,SHA-512,0,8500,TRUE,1.092247725,5.71875,0,0.000117712
140,SHA-256,0,8502,TRUE,0.966751814,4.9375,0,0.000117674
140,SHA-3-512,0.001008987,8502,TRUE,1.228758812,5.90625,0,0.000117687
140,MD5,0.000994682,8500,TRUE,0.939238071,4,0,0.000117689
141,SHA-3-256,0,8502,TRUE,0.909672737,4.8125,0,0.000117672
141,SHA-512,0,8506,TRUE,1.331877947,5.71875,0,0.000117629
141,SHA-256,0,8504,TRUE,1.009469032,4.9375,0,0.000117646
141,SHA-3-512,0.001916885,8500,TRUE,0.887778759,5.90625,0,0.000117715
141,MD5,0,8500,TRUE,1.138819218,4,0,0.000117689
142,SHA-3-256,0,8501,TRUE,0.877062798,4.8125,0,0.000117686
142,SHA-512,0.000991583,8502,TRUE,0.895748138,5.71875,0,0.000117685
142,SHA-256,0.001024723,8502,TRUE,1.047730446,4.9375,0,0.000117674
142,SHA-3-512,0,8500,TRUE,0.992057085,5.90625,0,0.000117715
142,MD5,0,8503,TRUE,1.000098228,4,0,0.000117647
143,SHA-3-256,0,8501,TRUE,0.979478359,4.8125,0,0.000117686
143,SHA-512,0.000903845,8504,TRUE,1.019307137,5.71875,0,0.000117657
143,SHA-256,0,8503,TRUE,1.0373528,4.9375,0,0.00011766
143,SHA-3-512,0.000993252,8502,TRUE,0.999971151,5.90625,0,0.000117687
143,MD5,0,8503,TRUE,0.890080452,4,0,0.000117647
