Iteration,Hash Function,Speed (s),Collisions,Per-Image Resistance,Second-per-Image Resistance (s),Entropy,Memory Usage (MiB),Efficiency Score
144,SHA-3-256,0,8501,TRUE,1.230330944,4.8125,0,0.000117686
144,SHA-512,0.000997543,8501,TRUE,1.197833061,5.71875,0,0.000117699
144,SHA-256,0.000998735,8501,TRUE,1.485871792,4.9375,0,0.000117688
144,SHA-3-512,0,8500,TRUE,1.728206635,5.90625,0,0.000117715
144,MD5,0,8500,TRUE,1.374555111,4,0,0.000117689
145,SHA-3-256,0,8501,TRUE,0.796741486,4.8125,0,0.000117686
145,SHA-512,0,8504,TRUE,0.831483126,5.71875,0,0.000117657
145,SHA-256,0.000994921,8503,TRUE,1.118645191,4.9375,0,0.00011766
145,SHA-3-512,0.00095582,8502,TRUE,0.691393614,5.90625,0,0.000117687
145,MD5,0.000995636,8501,TRUE,0.713613749,4,0,0.000117675
146,SHA-3-256,0,8500,TRUE,0.718797207,4.8125,0,0.0001177
146,SHA-512,0,8503,TRUE,0.759552956,5.71875,0,0.000117671
146,SHA-256,0,8500,TRUE,0.822692394,4.9375,0,0.000117702
146,SHA-3-512,0,8501,TRUE,0.958944798,5.90625,0,0.000117701
146,MD5,0.000950575,8500,TRUE,0.922441006,4,0,0.000117689
147,SHA-3-256,0,8504,TRUE,0.706711054,4.8125,0,0.000117644
147,SHA-512,0.000712395,8503,TRUE,0.745158434,5.71875,0,0.000117671
147,SHA-256,0.000995398,8500,TRUE,0.684289217,4.9375,0,0.000117702
147,SHA-3-512,0,8503,TRUE,0.825422049,5.90625,0,0.000117673
147,MD5,0.001010418,8500,TRUE,0.97138238,4,0,0.000117689
148,SHA-3-256,0,8503,TRUE,0.703717947,4.8125,0,0.000117658
148,SHA-512,0,8500,TRUE,0.766055107,5.71875,0,0.000117712
148,SHA-256,0.000994205,8503,TRUE,0.957206726,4.9375,0,0.00011766
148,SHA-3-512,0,8500,TRUE,1.366590977,5.90625,0,0.000117715
148,MD5,0.000999928,8500,TRUE,0.888869524,4,0,0.000117689
149,SHA-3-256,0.001004696,8502,TRUE,0.836261034,4.8125,0,0.000117672
149,SHA-512,0.001020193,8502,TRUE,1.360590696,5.71875,0,0.000117685
149,SHA-256,0,8501,TRUE,0.885857105,4.9375,0,0.000117688
149,SHA-3-512,0.000926256,8500,TRUE,0.752799749,5.90625,0,0.000117715
149,MD5,0.000951529,8504,TRUE,0.832551241,4,0,0.000117633
150,SHA-3-256,0,8502,TRUE,0.89501524,4.8125,0,0.000117672
150,SHA-512,0.000997782,8505,TRUE,1.185666323,5.71875,0,0.000117643
150,SHA-256,0.000996351,8502,TRUE,0.752481222,4.9375,0,0.000117674
150,SHA-3-512,0.001009941,8502,TRUE,0.868285894,5.90625,0,0.000117687
150,MD5,0,8502,TRUE,0.807499647,4,0,0.000117661
151,SHA-3-256,0.000972509,8500,TRUE,0.838885546,4.8125,0,0.0001177
151,SHA-512,0.000994921,8503,TRUE,1.024352551,5.71875,0,0.000117671
151,SHA-256,0,8501,TRUE,0.839327574,4.9375,0,0.000117688
151,SHA-3-512,0,8502,TRUE,0.794499874,5.90625,0,0.000117687
151,MD5,0,8501,TRUE,0.923445463,4,0,0.000117675
152,SHA-3-256,0,8503,TRUE,0.81089282,4.8125,0,0.000117658
152,SHA-512,0.000932693,8500,TRUE,0.928975344,5.71875,0,0.000117712
152,SHA-256,0,8502,TRUE,0.825315237,4.9375,0,0.000117674
152,SHA-3-512,0.001020432,8502,TRUE,0.809488535,5.90625,0,0.000117687
152,MD5,0.001672745,8505,TRUE,0.823410034,4,0,0.000117619
153,SHA-3-256,0,8502,TRUE,0.82369566,4.8125,0,0.000117672
153,SHA-512,0.000455856,8503,TRUE,0.878588676,5.71875,0,0.000117671
153,SHA-256,0.000931263,8501,TRUE,0.831319809,4.9375,0,0.000117688
153,SHA-3-512,0.000997305,8500,TRUE,0.720659971,5.90625,0,0.000117715
153,MD5,0,8501,TRUE,0.721507311,4,0,0.000117675
154,SHA-3-256,0,8500,TRUE,0.714305162,4.8125,0,0.0001177
154,SHA-512,0.00099659,8502,TRUE,0.712763071,5.71875,0,0.000117685
154,SHA-256,0,8502,TRUE,0.87348938,4.9375,0,0.000117674
154,SHA-3-512,0,8502,TRUE,0.679725885,5.90625,0,0.000117687
154,MD5,0.000992298,8503,TRUE,0.747580051,4,0,0.000117647
155,SHA-3-256,0,8501,TRUE,0.90481782,4.8125,0,0.000117686
155,SHA-512,0,8502,TRUE,0.754787922,5.71875,0,0.000117685
155,SHA-256,0.00099659,8502,TRUE,0.737158537,4.9375,0,0.000117674
155,SHA-3-512,0,8504,TRUE,0.765471697,5.90625,0,0.00011766
155,MD5,0,8503,TRUE,1.377109528,4,0,0.000117647
156,SHA-3-256,0,8500,TRUE,1.329594135,4.8125,0,0.0001177
156,SHA-512,0,8502,TRUE,1.115950823,5.71875,0,0.000117685
156,SHA-256,0.000988483,8502,TRUE,1.151504278,4.9375,0,0.000117674
156,SHA-3-512,0.001024246,8502,TRUE,0.809605122,5.90625,0,0.000117687
156,MD5,0.001046181,8503,TRUE,1.313625097,4,0,0.000117647
157,SHA-3-256,0,8504,TRUE,0.800628901,4.8125,0,0.000117644
157,SHA-512,0.000992537,8502,TRUE,0.937252998,5.71875,0,0.000117685
157,SHA-256,0,8500,TRUE,0.737603426,4.9375,0,0.000117702
157,SHA-3-512,0.00100255,8501,TRUE,0.755086422,5.90625,0,0.000117701
157,MD5,0.000997066,8503,TRUE,0.697199345,4,0,0.000117647
158,SHA-3-256,0,8501,TRUE,0.699804306,4.8125,0,0.000117686
158,SHA-512,0.000999689,8503,TRUE,0.683989763,5.71875,0,0.000117671
158,SHA-256,0,8503,TRUE,0.673823118,4.9375,0,0.00011766
158,SHA-3-512,0,8504,TRUE,0.813174009,5.90625,0,0.00011766
158,MD5,0,8501,TRUE,0.87568903,4,0,0.000117675
159,SHA-3-256,0,8503,TRUE,0.676729918,4.8125,0,0.000117658
159,SHA-512,0,8502,TRUE,0.686704159,5.71875,0,0.000117685
159,SHA-256,0,8502,TRUE,0.73000741,4.9375,0,0.000117674
159,SHA-3-512,0.001009226,8502,TRUE,0.709553003,5.90625,0,0.000117687
159,MD5,0,8501,TRUE,0.722899199,4,0,0.000117675
160,SHA-3-256,0,8503,TRUE,0.824774981,4.8125,0,0.000117658
160,SHA-512,0.001007557,8501,TRUE,0.790450335,5.71875,0,0.000117699
160,SHA-256,0,8505,TRUE,1.086988449,4.9375,0,0.000117632
160,SHA-3-512,0.000996828,8503,TRUE,0.766113758,5.90625,0,0.000117673
160,MD5,0,8501,TRUE,0.740350246,4,0,0.000117675
161,SHA-3-256,0,8502,TRUE,0.847910881,4.8125,0,0.000117672
161,SHA-512,0,8502,TRUE,0.679721594,5.71875,0,0.000117685
161,SHA-256,0,8503,TRUE,0.755120754,4.9375,0,0.00011766
161,SHA-3-512,0.000996828,8503,TRUE,0.79490757,5.90625,0,0.000117673
161,MD5,0.000996828,8504,TRUE,0.694761038,4,0,0.000117633
162,SHA-3-256,0,8500,TRUE,0.726659775,4.8125,0,0.0001177
162,SHA-512,0,8501,TRUE,0.693680763,5.71875,0,0.000117699
162,SHA-256,0,8506,TRUE,0.690690994,4.9375,0,0.000117619
162,SHA-3-512,0,8500,TRUE,0.763605595,5.90625,0,0.000117715
162,MD5,0,8500,TRUE,0.706723452,4,0,0.000117689
163,SHA-3-256,0,8500,TRUE,0.836573601,4.8125,0,0.0001177
163,SHA-512,0,8500,TRUE,0.731390715,5.71875,0,0.000117712
163,SHA-256,0.000535965,8503,TRUE,0.70371294,4.9375,0,0.00011766
163,SHA-3-512,0.000960827,8504,TRUE,0.754454613,5.90625,0,0.00011766
163,MD5,0,8502,TRUE,0.895420551,4,0,0.000117661
164,SHA-3-256,0,8501,TRUE,0.712356567,4.8125,0,0.000117686
164,SHA-512,0.000829458,8503,TRUE,0.837208509,5.71875,0,0.000117671
164,SHA-256,0,8504,TRUE,0.835518122,4.9375,0,0.000117646
164,SHA-3-512,0,8501,TRUE,0.826990128,5.90625,0,0.000117701
164,MD5,0,8500,TRUE,0.720560074,4,0,0.000117689
165,SHA-3-256,0,8501,TRUE,0.737676144,4.8125,0,0.000117686
165,SHA-512,0.000234842,8504,TRUE,0.855891705,5.71875,0,0.000117657
165,SHA-256,0,8501,TRUE,0.727767706,4.9375,0,0.000117688
165,SHA-3-512,0,8500,TRUE,0.704766989,5.90625,0,0.000117715
165,MD5,0.001011372,8503,TRUE,0.780530453,4,0,0.000117647
166,SHA-3-256,0.000997305,8500,TRUE,1.022369862,4.8125,0,0.0001177
166,SHA-512,0,8503,TRUE,0.791112423,5.71875,0,0.000117671
166,SHA-256,0.000991821,8501,TRUE,0.744350195,4.9375,0,0.000117688
166,SHA-3-512,0,8503,TRUE,0.910943031,5.90625,0,0.000117673
166,MD5,0.000987291,8500,TRUE,0.923454762,4,0,0.000117689
167,SHA-3-256,0.001009226,8504,TRUE,0.891690016,4.8125,0,0.000117644
167,SHA-512,0.001000404,8501,TRUE,0.846316576,5.71875,0,0.000117699
167,SHA-256,0.00099659,8501,TRUE,0.750915527,4.9375,0,0.000117688
167,SHA-3-512,0,8502,TRUE,0.796404362,5.90625,0,0.000117687
167,MD5,0.000996351,8501,TRUE,0.775337934,4,0,0.000117675
168,SHA-3-256,0.001230001,8502,TRUE,0.800323725,4.8125,0,0.000117672
168,SHA-512,0.00100565,8502,TRUE,0.727802753,5.71875,0,0.000117685
168,SHA-256,0.001050949,8505,TRUE,0.743767023,4.9375,0,0.000117632
168,SHA-3-512,0,8501,TRUE,0.815253019,5.90625,0,0.000117701
168,MD5,0,8500,TRUE,0.797623396,4,0,0.000117689
169,SHA-3-256,0,8500,TRUE,0.784307241,4.8125,0,0.0001177
169,SHA-512,0,8501,TRUE,0.845454693,5.71875,0,0.000117699
169,SHA-256,0,8502,TRUE,0.735848665,4.9375,0,0.000117674
169,SHA-3-512,0.000998497,8506,TRUE,0.847959757,5.90625,0,0.000117632
169,MD5,0.001002312,8504,TRUE,0.75454855,4,0,0.000117633
170,SHA-3-256,0,8503,TRUE,1.009309769,4.8125,0,0.000117658
170,SHA-512,0,8502,TRUE,0.877538681,5.71875,0,0.000117685
170,SHA-256,0.001024723,8501,TRUE,0.800792217,4.9375,0,0.000117688
170,SHA-3-512,0,8503,TRUE,0.728638649,5.90625,0,0.000117673
170,MD5,0,8501,TRUE,0.690763712,4,0,0.000117675
171,SHA-3-256,0,8503,TRUE,0.734760284,4.8125,0,0.000117658
171,SHA-512,0,8501,TRUE,0.687703848,5.71875,0,0.000117699
171,SHA-256,0,8503,TRUE,0.697813749,4.9375,0,0.00011766
171,SHA-3-512,0,8505,TRUE,0.754644394,5.90625,0,0.000117646
171,MD5,0,8502,TRUE,0.687701464,4,0,0.000117661
172,SHA-3-256,0,8502,TRUE,0.692686796,4.8125,0,0.000117672
172,SHA-512,0,8501,TRUE,0.687700987,5.71875,0,0.000117699
172,SHA-256,0,8505,TRUE,0.731608152,4.9375,0,0.000117632
172,SHA-3-512,0.00099659,8501,TRUE,0.75646472,5.90625,0,0.000117701
172,MD5,0,8502,TRUE,0.68969202,4,0,0.000117661
173,SHA-3-256,0,8501,TRUE,0.697745562,4.8125,0,0.000117686
173,SHA-512,0,8501,TRUE,0.688697577,5.71875,0,0.000117699
173,SHA-256,0.00099659,8507,TRUE,0.693753958,4.9375,0,0.000117605
173,SHA-3-512,0,8503,TRUE,0.691690922,5.90625,0,0.000117673
173,MD5,0.000778437,8502,TRUE,0.7236619,4,0,0.000117661
174,SHA-3-256,0,8500,TRUE,0.739965677,4.8125,0,0.0001177
174,SHA-512,0,8500,TRUE,0.711623669,5.71875,0,0.000117712
174,SHA-256,0,8503,TRUE,0.723510504,4.9375,0,0.00011766
174,SHA-3-512,0.000999689,8501,TRUE,0.764621735,5.90625,0,0.000117701
174,MD5,0,8503,TRUE,0.72480607,4,0,0.000117647
175,SHA-3-256,0,8501,TRUE,0.734625101,4.8125,0,0.000117686
175,SHA-512,0,8506,TRUE,0.691687346,5.71875,0,0.000117629
175,SHA-256,0,8503,TRUE,0.689693213,4.9375,0,0.00011766
175,SHA-3-512,0,8501,TRUE,0.73546648,5.90625,0,0.000117701
175,MD5,0,8500,TRUE,0.692756653,4,0,0.000117689
176,SHA-3-256,0,8501,TRUE,0.689694881,4.8125,0,0.000117686
176,SHA-512,0.000959158,8502,TRUE,0.683714151,5.71875,0,0.000117685
176,SHA-256,0,8503,TRUE,0.702651978,4.9375,0,0.00011766
176,SHA-3-512,0.000865459,8503,TRUE,0.711693764,5.90625,0,0.000117673
176,MD5,0,8501,TRUE,0.759460926,4,0,0.000117675
177,SHA-3-256,0,8500,TRUE,0.684710264,4.8125,0,0.0001177
177,SHA-512,0,8501,TRUE,0.688696861,5.71875,0,0.000117699
177,SHA-256,0,8502,TRUE,0.631887436,4.9375,0,0.000117674
177,SHA-3-512,0.000995636,8504,TRUE,0.687700987,5.90625,0,0.00011766
177,MD5,0,8502,TRUE,0.7165308,4,0,0.000117661
178,SHA-3-256,0,8505,TRUE,0.684710741,4.8125,0,0.000117631
178,SHA-512,0,8502,TRUE,0.692762852,5.71875,0,0.000117685
178,SHA-256,0,8501,TRUE,0.693678379,4.9375,0,0.000117688
178,SHA-3-512,0.00099659,8502,TRUE,0.707704544,5.90625,0,0.000117687
178,MD5,0.000999212,8501,TRUE,0.72069025,4,0,0.000117675
179,SHA-3-256,0,8501,TRUE,0.688687801,4.8125,0,0.000117686
179,SHA-512,0.000942707,8501,TRUE,0.700654984,5.71875,0,0.000117699
179,SHA-256,0.000996828,8501,TRUE,0.708300591,4.9375,0,0.000117688
179,SHA-3-512,0.00095892,8501,TRUE,0.684710979,5.90625,0,0.000117701
179,MD5,0,8502,TRUE,0.730486155,4,0,0.000117661
180,SHA-3-256,0,8502,TRUE,0.730743885,4.8125,0,0.000117672
180,SHA-512,0.000925303,8503,TRUE,0.696778536,5.71875,0,0.000117671
180,SHA-256,0.000997305,8502,TRUE,0.655807257,4.9375,0,0.000117674
180,SHA-3-512,0,8501,TRUE,0.694748163,5.90625,0,0.000117701
180,MD5,0,8500,TRUE,0.752435207,4,0,0.000117689
181,SHA-3-256,0,8502,TRUE,0.689694166,4.8125,0,0.000117672
181,SHA-512,0,8500,TRUE,0.702572107,5.71875,0,0.000117712
181,SHA-256,0,8502,TRUE,0.693759918,4.9375,0,0.000117674
181,SHA-3-512,0,8502,TRUE,0.698736906,5.90625,0,0.000117687
181,MD5,0,8502,TRUE,0.714459181,4,0,0.000117661
182,SHA-3-256,0.000458002,8502,TRUE,0.697321177,4.8125,0,0.000117672
182,SHA-512,0,8506,TRUE,0.695673704,5.71875,0,0.000117629
182,SHA-256,0,8502,TRUE,0.696923256,4.9375,0,0.000117674
182,SHA-3-512,0,8501,TRUE,0.691771984,5.90625,0,0.000117701
182,MD5,0,8504,TRUE,0.705706596,4,0,0.000117633
183,SHA-3-256,0,8507,TRUE,0.683714151,4.8125,0,0.000117603
183,SHA-512,0,8501,TRUE,0.684710741,5.71875,0,0.000117699
183,SHA-256,0.001005173,8502,TRUE,0.719669819,4.9375,0,0.000117674
183,SHA-3-512,0.00099659,8501,TRUE,0.698844433,5.90625,0,0.000117701
183,MD5,0.001117706,8501,TRUE,0.699728966,4,0,0.000117675
184,SHA-3-256,0,8503,TRUE,0.6947577,4.8125,0,0.000117658
184,SHA-512,0,8504,TRUE,0.691687346,5.71875,0,0.000117657
184,SHA-256,0.000996351,8502,TRUE,0.714681625,4.9375,0,0.000117674
184,SHA-3-512,0.000929832,8502,TRUE,0.718595982,5.90625,0,0.000117687
184,MD5,0.000999451,8501,TRUE,0.748311043,4,0,0.000117675
185,SHA-3-256,0,8502,TRUE,0.755612135,4.8125,0,0.000117672
185,SHA-512,0,8504,TRUE,0.632883549,5.71875,0,0.000117657
185,SHA-256,0,8503,TRUE,0.724505424,4.9375,0,0.00011766
185,SHA-3-512,0,8504,TRUE,0.637949944,5.90625,0,0.00011766
185,MD5,0,8500,TRUE,0.762450933,4,0,0.000117689
186,SHA-3-256,0,8501,TRUE,0.684722185,4.8125,0,0.000117686
186,SHA-512,0,8502,TRUE,0.630891085,5.71875,0,0.000117685
186,SHA-256,0,8501,TRUE,0.703649759,4.9375,0,0.000117688
186,SHA-3-512,0.001006842,8502,TRUE,0.689770699,5.90625,0,0.000117687
186,MD5,0,8501,TRUE,0.708753347,4,0,0.000117675
187,SHA-3-256,0,8502,TRUE,0.727649689,4.8125,0,0.000117672
187,SHA-512,0,8501,TRUE,0.685707331,5.71875,0,0.000117699
187,SHA-256,0,8504,TRUE,0.649984837,4.9375,0,0.000117646
187,SHA-3-512,0.001008272,8502,TRUE,0.719228983,5.90625,0,0.000117687
187,MD5,0.000994921,8501,TRUE,0.686706781,4,0,0.000117675
188,SHA-3-256,0,8502,TRUE,0.719661474,4.8125,0,0.000117672
188,SHA-512,0,8502,TRUE,0.646836758,5.71875,0,0.000117685
188,SHA-256,0,8503,TRUE,0.698802948,4.9375,0,0.00011766
188,SHA-3-512,0.000996113,8502,TRUE,0.687701225,5.90625,0,0.000117687
188,MD5,0,8501,TRUE,0.688697577,4,0,0.000117675
189,SHA-3-256,0,8504,TRUE,0.693682909,4.8125,0,0.000117644
189,SHA-512,0.000993729,8500,TRUE,0.690690756,5.71875,0,0.000117712
189,SHA-256,0,8501,TRUE,0.690698862,4.9375,0,0.000117688
189,SHA-3-512,0.000985861,8501,TRUE,0.690690756,5.90625,0,0.000117701
189,MD5,0,8501,TRUE,0.711680889,4,0,0.000117675
190,SHA-3-256,0,8503,TRUE,0.721739292,4.8125,0,0.000117658
190,SHA-512,0,8503,TRUE,0.689795256,5.71875,0,0.000117671
190,SHA-256,0,8502,TRUE,0.72764802,4.9375,0,0.000117674
190,SHA-3-512,0,8500,TRUE,0.687396526,5.90625,0,0.000117715
190,MD5,0,8502,TRUE,0.720585585,4,0,0.000117661
191,SHA-3-256,0,8502,TRUE,0.684699297,4.8125,0,0.000117672
191,SHA-512,0,8503,TRUE,0.687701225,5.71875,0,0.000117671
191,SHA-256,0,8502,TRUE,0.695762396,4.9375,0,0.000117674
191,SHA-3-512,0,8501,TRUE,0.690700769,5.90625,0,0.000117701
191,MD5,0.001003504,8503,TRUE,0.699664593,4,0,0.000117647
192,SHA-3-256,0,8500,TRUE,0.704571724,4.8125,0,0.0001177
192,SHA-512,0,8503,TRUE,0.69265151,5.71875,0,0.000117671
192,SHA-256,0,8501,TRUE,0.726589918,4.9375,0,0.000117688
192,SHA-3-512,0,8501,TRUE,0.730643272,5.90625,0,0.000117701
192,MD5,0,8506,TRUE,0.721657038,4,0,0.000117606
193,SHA-3-256,0,8502,TRUE,0.716683865,4.8125,0,0.000117672
193,SHA-512,0,8503,TRUE,0.689694405,5.71875,0,0.000117671
193,SHA-256,0,8502,TRUE,0.688697577,4.9375,0,0.000117674
193,SHA-3-512,0.000996351,8501,TRUE,0.713295698,5.90625,0,0.000117701
193,MD5,0,8503,TRUE,0.692830086,4,0,0.000117647
194,SHA-3-256,0,8503,TRUE,0.722364902,4.8125,0,0.000117658
194,SHA-512,0,8503,TRUE,0.690690756,5.71875,0,0.000117671
194,SHA-256,0.001261711,8503,TRUE,0.786742687,4.9375,0,0.00011766
194,SHA-3-512,0.001008749,8504,TRUE,0.69668293,5.90625,0,0.00011766
194,MD5,0,8503,TRUE,0.695768118,4,0,0.000117647
195,SHA-3-256,0.00099659,8503,TRUE,0.693681002,4.8125,0,0.000117658
195,SHA-512,0,8501,TRUE,0.717360973,5.71875,0,0.000117699
195,SHA-256,0,8501,TRUE,0.694125652,4.9375,0,0.000117688
195,SHA-3-512,0.001004934,8501,TRUE,0.688699484,5.90625,0,0.000117701
195,MD5,0,8501,TRUE,0.721517086,4,0,0.000117675
196,SHA-3-256,0,8500,TRUE,0.715607882,4.8125,0,0.0001177
196,SHA-512,0,8501,TRUE,0.692762852,5.71875,0,0.000117699
196,SHA-256,0.000998974,8501,TRUE,0.787454844,4.9375,0,0.000117688
196,SHA-3-512,0.000993967,8502,TRUE,0.746763229,5.90625,0,0.000117687
196,MD5,0.000998259,8503,TRUE,0.692784071,4,0,0.000117647
197,SHA-3-256,0,8502,TRUE,0.709043264,4.8125,0,0.000117672
197,SHA-512,0.001000881,8501,TRUE,0.694750071,5.71875,0,0.000117699
197,SHA-256,0.000579357,8504,TRUE,0.702724934,4.9375,0,0.000117646
197,SHA-3-512,0,8504,TRUE,0.77189827,5.90625,0,0.00011766
197,MD5,0,8504,TRUE,0.724587917,4,0,0.000117633
198,SHA-3-256,0,8502,TRUE,0.641854286,4.8125,0,0.000117672
198,SHA-512,0,8501,TRUE,0.690683603,5.71875,0,0.000117699
198,SHA-256,0.000839949,8504,TRUE,0.674673319,4.9375,0,0.000117646
198,SHA-3-512,0,8501,TRUE,0.76969409,5.90625,0,0.000117701
198,MD5,0,8503,TRUE,0.695083857,4,0,0.000117647
199,SHA-3-256,0,8504,TRUE,0.687700748,4.8125,0,0.000117644
199,SHA-512,0.000997305,8502,TRUE,0.720517635,5.71875,0,0.000117685
199,SHA-256,0.000996351,8502,TRUE,0.758094072,4.9375,0,0.000117674
199,SHA-3-512,0.000996351,8502,TRUE,0.761362553,5.90625,0,0.000117687
199,MD5,0.000996113,8500,TRUE,0.706438303,4,0,0.000117689
200,SHA-3-256,0,8500,TRUE,0.598995686,4.8125,0,0.0001177
200,SHA-512,0.000957251,8501,TRUE,0.750571251,5.71875,0,0.000117699
200,SHA-256,0.000791788,8501,TRUE,0.811857462,4.9375,0,0.000117688
200,SHA-3-512,0.000993252,8504,TRUE,1.077058554,5.90625,0,0.00011766
200,MD5,0.000989437,8502,TRUE,0.787525415,4,0,0.000117661
201,SHA-3-256,0,8503,TRUE,0.687427044,4.8125,0,0.000117658
201,SHA-512,0,8501,TRUE,1.219516516,5.71875,0,0.000117699
201,SHA-256,0,8500,TRUE,0.914358616,4.9375,0,0.000117702
201,SHA-3-512,0,8502,TRUE,1.02019453,5.90625,0,0.000117687
201,MD5,0,8502,TRUE,0.863885164,4,0,0.000117661
202,SHA-3-256,0,8501,TRUE,1.000083923,4.8125,0,0.000117686
202,SHA-512,0,8502,TRUE,0.922622204,5.71875,0,0.000117685
202,SHA-256,0,8502,TRUE,0.964952707,4.9375,0,0.000117674
202,SHA-3-512,0,8502,TRUE,0.712032318,5.90625,0,0.000117687
202,MD5,0.000971556,8500,TRUE,0.975940704,4,0,0.000117689
203,SHA-3-256,0,8502,TRUE,0.707592964,4.8125,0,0.000117672
203,SHA-512,0.001007318,8501,TRUE,0.734862328,5.71875,0,0.000117699
203,SHA-256,0.000917673,8502,TRUE,0.731989622,4.9375,0,0.000117674
203,SHA-3-512,0.000993967,8501,TRUE,0.763505459,5.90625,0,0.000117701
203,MD5,0,8503,TRUE,0.727638721,4,0,0.000117647
204,SHA-3-256,0.001008034,8500,TRUE,0.779430866,4.8125,0,0.0001177
204,SHA-512,0.000926256,8500,TRUE,0.682347775,5.71875,0,0.000117712
204,SHA-256,0,8502,TRUE,0.978720903,4.9375,0,0.000117674
204,SHA-3-512,0,8501,TRUE,0.940270901,5.90625,0,0.000117701
204,MD5,0.000603914,8502,TRUE,0.72019577,4,0,0.000117661
205,SHA-3-256,0,8502,TRUE,0.793464661,4.8125,0,0.000117672
205,SHA-512,0,8501,TRUE,0.718138218,5.71875,0,0.000117699
205,SHA-256,0.004577637,8501,TRUE,0.691927671,4.9375,0,0.000117688
205,SHA-3-512,0,8503,TRUE,0.994142532,5.90625,0,0.000117673
205,MD5,0,8503,TRUE,1.253061056,4,0,0.000117647
206,SHA-3-256,0,8500,TRUE,0.783225298,4.8125,0,0.0001177
206,SHA-512,0.001002312,8500,TRUE,0.834987164,5.71875,0,0.000117712
206,SHA-256,0,8501,TRUE,0.685707092,4.9375,0,0.000117688
206,SHA-3-512,0,8503,TRUE,0.93902874,5.90625,0,0.000117673
206,MD5,0.000998497,8503,TRUE,0.898816109,4,0,0.000117647
207,SHA-3-256,0,8504,TRUE,0.876940966,4.8125,0,0.000117644
207,SHA-512,0.000999689,8500,TRUE,0.685636282,5.71875,0,0.000117712
207,SHA-256,0,8502,TRUE,0.885853052,4.9375,0,0.000117674
207,SHA-3-512,0.00099659,8503,TRUE,0.707701921,5.90625,0,0.000117673
207,MD5,0,8501,TRUE,0.72866559,4,0,0.000117675
208,SHA-3-256,0,8500,TRUE,0.715568304,4.8125,0,0.0001177
208,SHA-512,0,8501,TRUE,0.699399233,5.71875,0,0.000117699
208,SHA-256,0,8501,TRUE,0.66869688,4.9375,0,0.000117688
208,SHA-3-512,0,8501,TRUE,0.707640648,5.90625,0,0.000117701
208,MD5,0,8502,TRUE,0.782803535,4,0,0.000117661
209,SHA-3-256,0,8502,TRUE,0.731739283,4.8125,0,0.000117672
209,SHA-512,0.001032591,8502,TRUE,0.704641104,5.71875,0,0.000117685
209,SHA-256,0.000920773,8503,TRUE,0.67773366,4.9375,0,0.00011766
209,SHA-3-512,0,8502,TRUE,0.640857458,5.90625,0,0.000117687
209,MD5,0.000996351,8503,TRUE,0.687703848,4,0,0.000117647
210,SHA-3-256,0,8502,TRUE,0.660790682,4.8125,0,0.000117672
210,SHA-512,0,8501,TRUE,0.694025993,5.71875,0,0.000117699
210,SHA-256,0,8500,TRUE,0.695507765,4.9375,0,0.000117702
210,SHA-3-512,0.000926018,8503,TRUE,0.919817209,5.90625,0,0.000117673
210,MD5,0.000993729,8506,TRUE,0.688625336,4,0,0.000117606
211,SHA-3-256,0.000998497,8502,TRUE,0.685708046,4.8125,0,0.000117672
211,SHA-512,0.000924826,8502,TRUE,0.732659101,5.71875,0,0.000117685
211,SHA-256,0,8503,TRUE,0.701636076,4.9375,0,0.00011766
211,SHA-3-512,0,8502,TRUE,0.745639086,5.90625,0,0.000117687
211,MD5,0,8503,TRUE,0.714506149,4,0,0.000117647
212,SHA-3-256,0,8502,TRUE,0.711541176,4.8125,0,0.000117672
212,SHA-512,0,8500,TRUE,0.686704159,5.71875,0,0.000117712
212,SHA-256,0,8501,TRUE,0.666703224,4.9375,0,0.000117688
212,SHA-3-512,0,8502,TRUE,0.700797081,5.90625,0,0.000117687
212,MD5,0,8502,TRUE,0.694381952,4,0,0.000117661
213,SHA-3-256,0,8502,TRUE,0.68075633,4.8125,0,0.000117672
213,SHA-512,0.000969172,8504,TRUE,0.797585249,5.71875,0,0.000117657
213,SHA-256,0,8500,TRUE,0.681758165,4.9375,0,0.000117702
213,SHA-3-512,0.00095892,8500,TRUE,0.67871809,5.90625,0,0.000117715
213,MD5,0,8502,TRUE,0.646838188,4,0,0.000117661
214,SHA-3-256,0,8502,TRUE,0.680717707,4.8125,0,0.000117672
214,SHA-512,0,8502,TRUE,0.765801907,5.71875,0,0.000117685
214,SHA-256,0,8504,TRUE,0.71895647,4.9375,0,0.000117646
214,SHA-3-512,0.001011848,8501,TRUE,0.962374926,5.90625,0,0.000117701
214,MD5,0.001000643,8502,TRUE,1.007952929,4,0,0.000117661
215,SHA-3-256,0,8503,TRUE,0.89635849,4.8125,0,0.000117658
215,SHA-512,0.000996828,8503,TRUE,0.851159811,5.71875,0,0.000117671
215,SHA-256,0,8502,TRUE,0.846173286,4.9375,0,0.000117674
215,SHA-3-512,0.000999212,8504,TRUE,0.707674265,5.90625,0,0.00011766
215,MD5,0,8506,TRUE,1.021340609,4,0,0.000117606
216,SHA-3-256,0,8501,TRUE,0.794503689,4.8125,0,0.000117686
216,SHA-512,0.001326084,8501,TRUE,0.820975542,5.71875,0,0.000117699
216,SHA-256,0,8502,TRUE,0.820066214,4.9375,0,0.000117674
